date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WBA,WMT
2003-01-15,-9.057960513743549,-8.365482431814067,-8.450073144994247,-7.768858460835915,-8.333614525866567,-8.676774151537701,-9.578904095418963,-8.304587447568268,-8.643439031417257,-7.965064651328109,,-8.603359930736326,-8.517618877231516,-8.905002168008531,-9.079362503689728,-7.922106580629287,-8.358134172262877,-8.518880793672963,-7.902019018603611,-8.996344573589974,-8.982205574771257,-8.230997730432428,-9.093656157494314,,,-9.30400736088638,-8.275575158587698,,-8.3336143583962,-9.033235650192523
2003-01-16,-9.364132182151106,-8.123072487387182,-7.818103739082652,-7.196869545770497,-7.9518927230576235,-8.664231102446884,-9.298577493311855,-8.087192212348189,-8.624488660793604,-7.283432449891714,,-8.742968492349936,-8.646132296865233,-8.052566269387132,-8.490300730414319,-7.926509952529342,-8.964373365477387,-8.006568483483107,-6.3810748743278065,-9.049581103070857,-8.502382348057417,-8.184048294109985,-9.2851441901674,,,-8.82027449715533,-8.149703543970217,,-8.887568452014486,-8.625693548971393
2003-01-17,-9.101674423675945,-8.257741442293325,-8.616434809971116,-7.582338766221529,-7.834082909802224,-8.466558330011093,-9.276757421583364,-7.80624428005355,-8.824560048329017,-7.2623067220181525,,-8.748216416233308,-7.951489052197318,-7.67171057712501,-8.87322954436656,-7.751111259957952,-9.63537426103946,-8.327511442130401,-7.530675846773887,-8.695104174908591,-9.318427370766983,-8.756512409757697,-9.387483122998582,,,-8.460943199679713,-8.35618478106364,,-8.382499375201613,-9.606475232848197
2003-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-21,-8.941232768992538,-8.349623351498934,-8.230095655417466,-8.125435329982135,-8.148339102615129,-8.981305360011664,-8.883032389434836,-7.890107702200267,-8.827850590151709,-7.491678006583894,,-8.338357916501389,-7.823744464430996,-8.16094022739218,-8.24316044888345,-7.604375591368681,-7.936173624768818,-7.869552991881844,-8.197961266844933,-8.424795825553243,-8.678961404725174,-8.211281798977122,-9.550066808216501,,,-8.804996432267258,-8.32858804792173,,-8.501621878629877,-8.95914589910972
2003-01-22,-9.226547424380499,-8.348326470171786,-7.812158174476168,-8.151270178272247,-7.70115741435999,-7.90327909120593,-8.871611765795317,-7.8413175961145045,-8.302316039589288,-7.250176656173861,,-7.964086563381051,-7.913142554737361,-8.042413913552537,-8.494257752161065,-7.890627860719725,-8.490625396108179,-7.830316584511385,-7.684478780764523,-8.758373663968664,-8.263649132279632,-8.385383338359386,-8.781122894199482,,,-8.107956505395816,-8.025437870011686,,-8.441131458649592,-8.103184173517432
2003-01-23,-8.925792453623174,-7.098863929041744,-8.061180155571474,-8.035058666039873,-7.663546642623424,-7.0584468728080045,-8.692404893623754,-7.667478183704855,-8.603323399870488,-7.0994279388645065,,-7.940587258204469,-8.671337479220627,-8.12432599729641,-8.583417782385464,-7.278425978295313,-8.681296281041737,-7.9260135729206995,-6.843275782721732,-8.31814485774305,-8.07649516413507,-7.88214701804904,-8.38798566882057,,,-8.354092739055472,-7.1783377760165346,,-7.861512591008529,-8.087907671780897
2003-01-24,-9.037703518573673,-7.396785160572659,-8.254718234904152,-7.374921666859558,-7.407876650695359,-7.573627704187446,-8.19459828797877,-7.340084186695345,-8.440519699486359,-7.167266887836696,,-7.988648515102878,-8.010748729047611,-7.449278075630574,-8.67328114881421,-7.7900259079356085,-7.993373777230108,-7.534923252376058,-7.738015003740416,-8.015254563007385,-7.8004907740893,-7.9902865972685015,-9.011455632865294,,,-8.383750259125398,-7.26579424517094,,-8.20341016346855,-7.934734182043871
2003-01-27,-8.884289725855028,-6.990712470583748,-7.999936109725999,-6.800416195875715,-7.772374105939516,-7.555697859824917,-8.179092584724541,-6.821951218758293,-8.120911478063832,-7.4301209439008025,,-8.207534770869591,-7.545573854359412,-7.236393877616491,-8.211818302598038,-6.7323350102423785,-7.611656334615432,-7.154752908068843,-7.672682753926838,-8.018337729052265,-6.975542723159548,-7.75611389149918,-8.542127067209753,,,-8.742568215265864,-7.522530863697349,,-7.877238740160447,-7.620134866513217
2003-01-28,-8.957472533335698,-7.4784710691684,-7.836826162156067,-7.74998572994484,-7.684956641467771,-7.889806692897214,-8.556515101977132,-7.5557113095319535,-8.178177101590276,-6.934234594866843,,-8.060104280728341,-7.29604139227499,-7.980365792881284,-8.55150722051708,-7.436099827275776,-8.022578479462416,-8.092525471194554,-7.908348600356291,-8.038107877225494,-7.624830403311201,-7.398127629120601,-9.021960804900568,,,-8.880739564855,-6.924189662763899,,-8.03051414354825,-8.663786183476677
2003-01-29,-8.025141692341657,-7.534686668317547,-8.188746452537966,-7.915257509772062,-7.1064245499047445,-7.16046170676613,-8.388284479044737,-7.7350689387145115,-7.807142854324638,-6.7737960644294635,,-7.66410293035728,-7.770065215564297,-7.602538200873977,-8.43669044086576,-7.588131885574956,-7.9152282729222385,-7.430760570840022,-8.235940416582991,-7.847591254150898,-8.01188328572095,-7.863151112289903,-8.744126834068508,,,-8.663334621579766,-7.522826517442374,,-7.666794834508925,-7.612576039067426
2003-01-30,-8.8945650696774,-7.677728267871396,-7.845194754776955,-7.328351622764632,-7.517487903062907,-7.969529821453109,-8.445487523481315,-7.438975248424924,-8.344763384244978,-6.6296426598767555,,-7.9453365858079215,-7.676607345680701,-7.409451547954178,-8.369678652560538,-7.247988785149965,-8.270148249941103,-7.284487149195523,-7.790991900234142,-8.154279346435516,-7.447697356297019,-7.834095258429364,-8.705957542664322,,,-8.527255617620185,-7.702079855076913,,-8.027299337176597,-8.28997726692352
2003-01-31,-8.640347793481858,-7.7690621808004,-7.655623791264902,-6.787222843338111,-7.5896563036245395,-7.912116932515417,-7.841280801788519,-6.672943092243506,-8.179585081030165,-7.311296080492789,,-7.612123954830351,-7.9869559375480135,-7.196354627147329,-8.181636108615274,-6.847882622437941,-7.867658351527307,-6.802185803236143,-7.114841496547019,-7.915499212152327,-7.310113141309202,-7.7648701709002745,-8.576720832249555,,,-8.36905546697871,-7.5297389649618145,,-8.06657824888319,-7.826184425908815
2003-02-03,-9.700977810099621,-8.19452926970614,-8.390942914330221,-7.178420727907104,-7.664287254156044,-8.274555682469353,-7.630056771325987,-7.424388990754224,-8.29249264889777,-7.78956893000009,,-8.16715179699371,-8.29094540956522,-7.801038251239066,-8.346672921631814,-7.715645580550948,-8.17253883878139,-7.800296223560257,-7.780989242504533,-8.435909313773495,-7.848896585902622,-8.1962050578996,-8.644204146322586,,,-7.798744063397282,-7.633812769516441,,-7.935241209546463,-8.502512756672704
2003-02-04,-9.44446265831369,-8.07661187509936,-8.753862904033067,-7.40149609899353,-7.951217550957618,-8.243897592791551,-8.46843783925325,-7.784968664360599,-8.318932636358985,-7.8130590528269925,,-7.678850891832121,-8.31811062416815,-7.881093314628722,-8.85260795153855,-8.219524766920557,-8.572119628073745,-7.606662832696304,-8.302153959085599,-8.680155263460087,-8.808949109307761,-8.01176582077071,-9.099245563913136,,,-8.560320812077924,-8.12428950352043,,-7.692500362648133,-8.704930958534272
2003-02-05,-9.186626796348285,-7.396978604599863,-7.62768590029022,-6.98576299013495,-7.581552259694491,-7.96127344158136,-8.784748254609138,-7.322168159260333,-8.196686888224773,-6.798364492521259,,-7.840486620803798,-8.043344080744621,-7.872646021548915,-8.199776101170418,-7.070792476974198,-7.940220104250288,-7.868744601098919,-7.425805442467212,-7.97726387629271,-7.285428448100187,-7.625002965681286,-8.156403616923235,,,-8.412044663749677,-7.451778877194319,,-7.742914031964071,-8.12404281257739
2003-02-06,-9.330060986576083,-7.309046439333473,-8.00552004494317,-7.600975853881841,-7.575335439833814,-7.806338905520927,-8.114561579498885,-7.664848979725858,-8.644373296757115,-6.77824896360095,,-7.9517724380927435,-7.3926785374540165,-7.766313795207367,-8.06972676740333,-7.480411252688679,-8.277512084473283,-7.778877960475892,-7.785600631354007,-7.9419297660103725,-7.605090249568543,-8.11208427039707,-8.623971761066484,,,-8.634315313234742,-7.765043845894213,,-7.988011081354443,-6.949852870680514
2003-02-07,-9.158739407929517,-7.8066483647470015,-8.844234095755626,-8.044806695011891,-7.8153481989062,-7.898698235862335,-8.290500141010957,-7.449852954522117,-8.41084321371664,-7.697809847101129,,-8.065233051531212,-7.794796103663431,-7.882387297930661,-8.963381499497059,-7.429246985373089,-8.239527512484976,-7.982404982672857,-8.058101730591662,-8.474741399063758,-8.240763216622685,-7.776265481795059,-8.410392792218502,,,-9.124109246285833,-8.183367374106435,,-7.756080367331827,-8.999544222791004
2003-02-10,-8.838166546523281,-7.724576337516799,-8.287368386820953,-7.2931788363526415,-7.981287411194126,-7.767136713614498,-8.752218900594793,-8.143976707897815,-8.549847901237651,-7.340991098019537,,-8.10948636482748,-7.798105531709234,-8.207614737915163,-8.700752049770585,-7.767775758862282,-8.296428142760334,-7.740898570011281,-7.8990803372090586,-8.409968301584835,-8.101442153077317,-8.103712512732706,-8.9850192523188,,,-9.149638301695193,-6.861586585954603,,-7.589043389203427,-8.45023904222635
2003-02-11,-9.277376188907594,-8.004475509110737,-8.215768827789638,-7.9591063120203325,-7.753190058389571,-8.479918083545675,-8.384894031801808,-8.339540146014558,-8.685654253122772,-7.667869952665918,,-8.377116211770705,-8.537045341084191,-7.924530000200931,-8.741419326178333,-8.229744690503892,-8.280969999389997,-8.275041848345941,-8.081454299705497,-8.594743952649049,-8.411229957980838,-8.568750984502826,-8.961592644335338,,,-8.66291109070515,-7.3724974708177475,,-7.787852218735721,-9.271282104456585
2003-02-12,-9.200926478201504,-8.102539970378844,-8.424100280425694,-8.103261709592879,-8.215354674459759,-8.596734240337064,-9.122358827283893,-8.653937793492307,-8.09003157499943,-7.392374494849969,,-8.0869849332753,-8.139159584391702,-7.961444459277387,-8.758639046310378,-8.113637221810732,-7.622608956121088,-8.455902292999117,-7.422642733519675,-8.977079802345562,-8.613345048067675,-8.46740238033666,-9.148906302803425,,,-8.17426945151267,-7.836046383383762,,-7.520903183554542,-8.687201454611534
2003-02-13,-8.561979460460888,-7.85412163559147,-8.052691577325751,-7.700882626130124,-7.5575075643543315,-7.778642509852039,-8.18655514167187,-8.236315805694407,-8.479536889801475,-8.052295463784331,,-8.051614589900902,-7.755393886396842,-6.967604497786857,-7.944749247572195,-8.121960832527094,-6.888133958998542,-7.331624282457068,-7.240361378059127,-8.071286349043808,-8.09451914227761,-8.415587751364304,-8.78611001878345,,,-7.555883005985922,-7.002114396897758,,-7.239364189600578,-8.31157925473617
2003-02-14,-8.571241896040702,-7.754010323741682,-8.204609611330753,-7.387776756648062,-7.4303707722513455,-7.765979177112415,-8.461870423344727,-8.263811982982006,-8.081434585617606,-7.099798740159374,,-8.085388112909428,-7.773367795537565,-7.342275203079296,-8.22003482239024,-7.272823960777615,-7.779617569499014,-7.299905217440311,-7.538256297939655,-7.97703380198279,-8.041729763281408,-8.865303356945908,-8.840412884197868,,,-7.853734766143039,-7.022963235071778,,-7.438811734818283,-7.8834496608274955
2003-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
